ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
11259,100-ZW-T01,Pre-PQ Process,SO-713,DN-687,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Mar-08,30-Mar-08,30-Mar-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1233,15313.86,12.42,0.41,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,24.5
11260,130-NG-T01,Pre-PQ Process,SO-2501,DN-730,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-May-08,26-May-08,26-May-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1887,17832.15,9.45,0.16,"Aurobindo Unit III, India",Yes,273.0,2446.58,28.53
11261,130-NG-T01,Pre-PQ Process,SO-2501,DN-730,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-May-08,26-May-08,26-May-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,1566,3132.0,2.0,0.07,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,5.01
11268,113-ZW-T01,Pre-PQ Process,SO-1053,DN-774,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,17-Jun-08,17-Jun-08,17-Jun-08,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,1800,18.0,0.01,0.0,Inverness Japan,Yes,526.0,2185.82,0.03
11269,114-UG-T01,Pre-PQ Process,SO-2343,DN-816,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2700,19980.0,7.4,0.12,"Strides, Bangalore, India.",Yes,199.0,1476.8,31.97
11270,114-UG-T01,Pre-PQ Process,SO-2344,DN-818,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1350,12757.5,9.45,0.16,"Aurobindo Unit III, India",Yes,239.0,1277.22,20.41
11273,109-TZ-T01,Pre-PQ Process,SO-13300,DN-903,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,26-Sep-08,26-Sep-08,26-Sep-08,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2580,106038.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,587.0,1146.27,169.66
11274,110-ZM-T01,Pre-PQ Process,SO-19410,DN-1028,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,8-Dec-08,8-Dec-08,8-Dec-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1294,10546.1,8.15,0.14,"Aurobindo Unit III, India",Yes,76.0,1062.5,20.67
11275,104-CI-T01,Pre-PQ Process,SO-19320,DN-1030,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Dec-08,19-Dec-08,19-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6786,63449.1,9.35,0.16,"Aurobindo Unit III, India",Yes,620.0,2739.3,124.36
11277,104-CI-T01,Pre-PQ Process,SO-11851,DN-1007,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Nov-08,21-Nov-08,21-Nov-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2410,28245.2,11.72,0.39,Mylan (formerly Matrix) Nashik,Yes,182.0,1409.26,55.36
11278,123-NG-T01,Pre-PQ Process,SO-17680,DN-1010,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Nov-08,26-Nov-08,26-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,11569,109327.05,9.45,0.16,"Aurobindo Unit III, India",Yes,1072.0,8504.72,214.28
11281,110-ZM-T01,Pre-PQ Process,SO-17621,DN-1111,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Mar-09,2-Mar-09,2-Mar-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,79000.0,7.9,0.13,"Aurobindo Unit III, India",Yes,581.0,3238.0,154.84
11282,112-NG-T01,Pre-PQ Process,SO-19430,DN-1063,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Feb-09,9-Feb-09,9-Feb-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4,105.2,26.3,0.44,"Aurobindo Unit III, India",Yes,1.0,165.0,0.21
11283,131-NG-T01,Pre-PQ Process,SO-10820,DN-897,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Sep-08,10-Sep-08,10-Sep-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12000,140640.0,11.72,0.39,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,225.02
11286,113-ZW-T01,Pre-PQ Process,SO-11210,DN-857,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,26-Jul-08,26-Jul-08,26-Jul-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4000,48040.0,12.01,0.4,"Aurobindo Unit III, India",Yes,342.0,1648.64,76.86
11289,114-UG-T01,Pre-PQ Process,SO-17430,DN-968,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,60,2466.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,547.0,2437.63,4.83
11290,104-CI-T01,Pre-PQ Process,SO-1690,DN-928,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,7-Oct-08,7-Oct-08,7-Oct-08,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,5547,94299.0,17.0,0.57,Mylan (formerly Matrix) Nashik,Yes,333.0,1793.11,150.88
11291,114-UG-T01,Pre-PQ Process,SO-17830,DN-990,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1144,10696.4,9.35,0.16,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,20.96
11292,117-ET-T01,Pre-PQ Process,SO-22020,DN-1052,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1044,3967.2,3.8,0.06,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,7.78
11294,106-HT-T01,Pre-PQ Process,SO-23750,DN-1100,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,210,3204.6,15.26,0.17,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,6.28
11302,114-UG-T01,Pre-PQ Process,SO-17710,DN-996,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5377,50274.95,9.35,0.16,"Aurobindo Unit III, India",Yes,501.0,3266.38,98.54
11305,130-NG-T01,Pre-PQ Process,SO-10600,DN-918,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Oct-08,2-Oct-08,2-Oct-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,969,3779.1,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,71.0,1181.41,6.05
11306,112-NG-T01,Pre-PQ Process,SO-13470,DN-1079,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Feb-09,16-Feb-09,16-Feb-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2063,24178.36,11.72,0.39,"Aurobindo Unit III, India",Yes,176.0,3680.33,47.39
11309,114-UG-T01,Pre-PQ Process,SO-2676,DN-915,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,80,3288.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,18.0,418.75,5.26
11310,107-RW-T01,Pre-PQ Process,SO-27280,DN-1167,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Apr-09,9-Apr-09,9-Apr-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6385,15579.4,2.44,0.04,"Aurobindo Unit III, India",Yes,327.0,1762.5,30.54
11312,127-KE-T01,Pre-PQ Process,SO-29010,DN-1193,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,23-Apr-09,23-Apr-09,23-Apr-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,3930,39.3,0.01,0.0,"MSD, Haarlem, NL",Yes,3424.441305712492,11103.234819296547,0.08
11314,106-HT-T01,Pre-PQ Process,SO-24830,DN-1205,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-May-09,19-May-09,19-May-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,420,6409.2,15.26,0.17,"Aurobindo Unit III, India",Yes,199.0,3133.23,12.56
11316,151-NG-T01,Pre-PQ Process,SO-22529,DN-1211,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-09,14-May-09,14-May-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9483,108106.2,11.4,0.19,"Aurobindo Unit III, India",Yes,1079.0,10823.52,211.89
11317,114-UG-T01,Pre-PQ Process,SO-26140,DN-1222,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jun-09,24-Jun-09,24-Jun-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,867,8427.24,9.72,0.32,Mylan (formerly Matrix) Nashik,Yes,76.0,1954.23,16.52
11320,111-MZ-T01,Pre-PQ Process,SO-30140,DN-1233,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7044,83119.2,11.8,0.2,Mylan (formerly Matrix) Nashik,Yes,3424.441305712492,11103.234819296547,162.91
11321,100-GH-T01,Pre-PQ Process,SO-30700,DN-1235,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,888,8.88,0.01,0.0,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.02
11326,110-ZM-T01,Pre-PQ Process,SO-30300,DN-1250,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4594,116917.3,25.45,0.42,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,229.16
11331,126-NG-T01,Pre-PQ Process,SO-26270,DN-1277,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,11000,126500.0,11.5,0.38,Mylan (formerly Matrix) Nashik,Yes,966.0,7329.83,247.94
11336,104-CI-T01,Pre-PQ Process,SO-27540,DN-1315,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,14-Jul-09,14-Jul-09,14-Jul-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,6000,79680.0,13.28,0.44,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,156.17
11338,104-CI-T01,Pre-PQ Process,SO-32250,DN-1335,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,9560,36328.0,3.8,0.06,Mylan (formerly Matrix) Nashik,Yes,722.0,2787.55,71.2
11339,104-CI-T01,Pre-PQ Process,SO-32250,DN-1335,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,296,444.0,1.5,0.02,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.87
11344,104-CI-T01,Pre-PQ Process,SO-27532,DN-1354,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5010,48697.2,9.72,0.32,"Aurobindo Unit III, India",Yes,434.0,1854.88,95.45
11345,104-CI-T01,Pre-PQ Process,SO-32230,DN-1359,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,8000,60240.0,7.53,0.13,Hetero Unit III Hyderabad IN,Yes,452.0,11103.234819296547,118.07
11348,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1379,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,17-Sep-09,17-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,374,912.56,2.44,0.04,"Aurobindo Unit III, India",Yes,18.0,1799.88,1.79
11350,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8438,82017.36,9.72,0.32,"Aurobindo Unit III, India",Yes,1404.0,1588.05,160.75
11351,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8662,84194.64,9.72,0.32,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,165.02
11387,104-CI-T01,Pre-PQ Process,SO-585,DN-193,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,401,862.15,2.15,0.04,"Aurobindo Unit III, India",Yes,235.0,1619.0,1.38
11390,104-CI-T01,Pre-PQ Process,SO-594,DN-198,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,25-Jun-07,25-Jun-07,25-Jun-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,957,34260.6,35.8,0.6,"Aurobindo Unit III, India",Yes,95.0,1448.0,54.82
11395,110-ZM-T01,Pre-PQ Process,SO-623,DN-204,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2820,115902.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,614.0,2880.35,185.44
11407,104-CI-T01,Pre-PQ Process,SO-652,DN-244,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,20-Jul-07,20-Jul-07,20-Jul-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1110,45621.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,222.0,1603.0,72.99
11409,111-MZ-T01,Pre-PQ Process,SO-577,DN-279,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,570,1949.4,3.42,0.11,"Aurobindo Unit III, India",Yes,35.0,364.51,3.12
11417,109-TZ-T01,Pre-PQ Process,SO-645,DN-216,Tanzania,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,6452,129040.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,2334.0,9343.18,206.46
11419,104-CI-T01,Pre-PQ Process,SO-590,DN-220,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,209,1567.5,7.5,0.12,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,2.51
11424,113-ZW-T01,Pre-PQ Process,SO-416,DN-252,Zimbabwe,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3200,52032.0,16.26,0.54,"Aurobindo Unit III, India",Yes,280.0,1300.45,83.25
11425,111-MZ-T01,Pre-PQ Process,SO-499,DN-258,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Aug-07,15-Aug-07,15-Aug-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,422,7152.9,16.95,0.19,"Aurobindo Unit III, India",Yes,514.0,740.43,11.44
11430,114-UG-T01,Pre-PQ Process,SO-895,DN-298,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Aug-07,27-Aug-07,27-Aug-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1000,1520.0,1.52,0.03,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296547,2.43
11432,111-MZ-T01,Pre-PQ Process,SO-925,DN-307,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10800,102600.0,9.5,0.16,"Aurobindo Unit III, India",Yes,1020.0,1998.5,164.16
11433,111-MZ-T01,Pre-PQ Process,SO-927,DN-308,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,630,957.6,1.52,0.03,"Aurobindo Unit III, India",Yes,36.0,1998.5,1.53
11436,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Aug-07,30-Aug-07,30-Aug-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,726,29838.6,41.1,0.34,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296547,47.74
11454,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,15960,48518.4,3.04,0.05,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,77.63
11462,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,229,2445.72,10.68,0.18,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,3.91
11473,104-CI-T01,Pre-PQ Process,SO-1113,DN-385,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-Oct-07,22-Oct-07,22-Oct-07,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,595,5.95,0.01,0.0,Inverness Japan,No,3424.441305712492,11103.234819296547,0.01
11474,100-ZW-T01,Pre-PQ Process,SO-706,DN-401,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1860,23101.2,12.42,0.41,"Cipla, Goa, India",Yes,4256.0,5145.86,36.96
11475,100-ZW-T01,Pre-PQ Process,SO-706,DN-401,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,15000,111000.0,7.4,0.12,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,177.6
